index_definition;index_name;schema_name;table_name
CREATE INDEX idx_loyalty_campaigns_tenant ON public.loyalty_campaigns USING btree (tenant_id);idx_loyalty_campaigns_tenant;public;loyalty_campaigns
CREATE UNIQUE INDEX loyalty_campaigns_pkey ON public.loyalty_campaigns USING btree (id);loyalty_campaigns_pkey;public;loyalty_campaigns
CREATE UNIQUE INDEX loyalty_levels_pkey ON public.loyalty_levels USING btree (id);loyalty_levels_pkey;public;loyalty_levels
CREATE INDEX idx_loyalty_rewards_customer ON public.loyalty_rewards USING btree (customer_id);idx_loyalty_rewards_customer;public;loyalty_rewards
CREATE INDEX idx_loyalty_rewards_status ON public.loyalty_rewards USING btree (status);idx_loyalty_rewards_status;public;loyalty_rewards
CREATE INDEX idx_loyalty_rewards_tenant ON public.loyalty_rewards USING btree (tenant_id);idx_loyalty_rewards_tenant;public;loyalty_rewards
CREATE UNIQUE INDEX loyalty_rewards_pkey ON public.loyalty_rewards USING btree (id);loyalty_rewards_pkey;public;loyalty_rewards
CREATE UNIQUE INDEX loyalty_settings_pkey ON public.loyalty_settings USING btree (id);loyalty_settings_pkey;public;loyalty_settings
CREATE UNIQUE INDEX loyalty_settings_tenant_id_key ON public.loyalty_settings USING btree (tenant_id);loyalty_settings_tenant_id_key;public;loyalty_settings
CREATE UNIQUE INDEX marketing_audiences_pkey ON public.marketing_audiences USING btree (id);marketing_audiences_pkey;public;marketing_audiences
CREATE INDEX idx_notification_recipients_barber ON public.notification_recipients USING btree (barber_id) WHERE (barber_id IS NOT NULL);idx_notification_recipients_barber;public;notification_recipients
CREATE INDEX idx_notification_recipients_tenant ON public.notification_recipients USING btree (tenant_id) WHERE is_active;idx_notification_recipients_tenant;public;notification_recipients
CREATE UNIQUE INDEX notification_recipients_pkey ON public.notification_recipients USING btree (id);notification_recipients_pkey;public;notification_recipients
CREATE UNIQUE INDEX notification_recipients_tenant_phone_barber_key ON public.notification_recipients USING btree (tenant_id, phone, COALESCE(barber_id, '00000000-0000-0000-0000-000000000000'::uuid));notification_recipients_tenant_phone_barber_key;public;notification_recipients
CREATE INDEX idx_notifications_barber_id ON public.notifications USING btree (barber_id);idx_notifications_barber_id;public;notifications
CREATE INDEX idx_notifications_customer_id ON public.notifications USING btree (customer_id);idx_notifications_customer_id;public;notifications
CREATE INDEX idx_notifications_dedup ON public.notifications USING btree (tenant_id, type, unique_key);idx_notifications_dedup;public;notifications
CREATE INDEX idx_notifications_read ON public.notifications USING btree (read);idx_notifications_read;public;notifications
CREATE INDEX idx_notifications_tenant_id ON public.notifications USING btree (tenant_id);idx_notifications_tenant_id;public;notifications
CREATE INDEX idx_notifications_user_id ON public.notifications USING btree (user_id);idx_notifications_user_id;public;notifications
CREATE UNIQUE INDEX notifications_pkey ON public.notifications USING btree (id);notifications_pkey;public;notifications
CREATE UNIQUE INDEX notifications_tenant_type_unique_key_key ON public.notifications USING btree (tenant_id, type, unique_key);notifications_tenant_type_unique_key_key;public;notifications
CREATE UNIQUE INDEX notifications_unique_idx ON public.notifications USING btree (tenant_id, type, unique_key) WHERE (unique_key IS NOT NULL);notifications_unique_idx;public;notifications
CREATE INDEX idx_obs_logs_correlation_id ON public.observability_logs USING btree (correlation_id);idx_obs_logs_correlation_id;public;observability_logs
CREATE INDEX idx_obs_logs_created_at ON public.observability_logs USING btree (created_at);idx_obs_logs_created_at;public;observability_logs
CREATE INDEX idx_obs_logs_tenant_id ON public.observability_logs USING btree (tenant_id);idx_obs_logs_tenant_id;public;observability_logs
CREATE UNIQUE INDEX observability_logs_pkey ON public.observability_logs USING btree (id);observability_logs_pkey;public;observability_logs
CREATE UNIQUE INDEX onboarding_settings_pkey ON public.onboarding_settings USING btree (id);onboarding_settings_pkey;public;onboarding_settings
CREATE INDEX idx_operation_locks_expires_at ON public.operation_locks USING btree (expires_at);idx_operation_locks_expires_at;public;operation_locks
CREATE UNIQUE INDEX operation_locks_pkey ON public.operation_locks USING btree (key);operation_locks_pkey;public;operation_locks
CREATE UNIQUE INDEX operational_insights_interactions_pkey ON public.operational_insights_interactions USING btree (id);operational_insights_interactions_pkey;public;operational_insights_interactions
CREATE INDEX idx_payment_gateway_logs_gateway ON public.payment_gateway_logs USING btree (gateway_id, created_at DESC);idx_payment_gateway_logs_gateway;public;payment_gateway_logs
CREATE INDEX idx_payment_gateway_logs_tenant ON public.payment_gateway_logs USING btree (tenant_id, created_at DESC);idx_payment_gateway_logs_tenant;public;payment_gateway_logs
CREATE UNIQUE INDEX payment_gateway_logs_pkey ON public.payment_gateway_logs USING btree (id);payment_gateway_logs_pkey;public;payment_gateway_logs
CREATE INDEX idx_payment_gateways_tenant ON public.payment_gateways USING btree (tenant_id);idx_payment_gateways_tenant;public;payment_gateways
CREATE UNIQUE INDEX one_primary_gateway_per_tenant ON public.payment_gateways USING btree (tenant_id) WHERE (is_primary = true);one_primary_gateway_per_tenant;public;payment_gateways
CREATE UNIQUE INDEX payment_gateways_pkey ON public.payment_gateways USING btree (id);payment_gateways_pkey;public;payment_gateways
CREATE INDEX idx_payment_receipts_appointment ON public.payment_receipts USING btree (appointment_id);idx_payment_receipts_appointment;public;payment_receipts
CREATE INDEX idx_payment_receipts_tenant ON public.payment_receipts USING btree (tenant_id);idx_payment_receipts_tenant;public;payment_receipts
CREATE UNIQUE INDEX payment_receipts_pkey ON public.payment_receipts USING btree (id);payment_receipts_pkey;public;payment_receipts
CREATE UNIQUE INDEX permissions_key_key ON public.permissions USING btree (key);permissions_key_key;public;permissions
CREATE UNIQUE INDEX permissions_pkey ON public.permissions USING btree (id);permissions_pkey;public;permissions
CREATE INDEX idx_plans_stripe_price_live ON public.plans USING btree (stripe_price_id_live) WHERE (stripe_price_id_live IS NOT NULL);idx_plans_stripe_price_live;public;plans
CREATE INDEX idx_plans_stripe_price_test ON public.plans USING btree (stripe_price_id_test) WHERE (stripe_price_id_test IS NOT NULL);idx_plans_stripe_price_test;public;plans
CREATE UNIQUE INDEX plans_name_key ON public.plans USING btree (name);plans_name_key;public;plans
CREATE UNIQUE INDEX plans_pkey ON public.plans USING btree (id);plans_pkey;public;plans
CREATE UNIQUE INDEX plans_slug_key ON public.plans USING btree (slug);plans_slug_key;public;plans
CREATE INDEX idx_privacy_consents_customer ON public.privacy_consents USING btree (customer_id);idx_privacy_consents_customer;public;privacy_consents
CREATE INDEX idx_privacy_consents_tenant ON public.privacy_consents USING btree (tenant_id);idx_privacy_consents_tenant;public;privacy_consents
CREATE UNIQUE INDEX privacy_consents_pkey ON public.privacy_consents USING btree (id);privacy_consents_pkey;public;privacy_consents
CREATE UNIQUE INDEX product_images_pkey ON public.product_images USING btree (id);product_images_pkey;public;product_images
CREATE INDEX idx_product_sales_appointment_id ON public.product_sales USING btree (appointment_id);idx_product_sales_appointment_id;public;product_sales
CREATE INDEX idx_product_sales_barber_id ON public.product_sales USING btree (barber_id);idx_product_sales_barber_id;public;product_sales
CREATE UNIQUE INDEX product_sales_pkey ON public.product_sales USING btree (id);product_sales_pkey;public;product_sales
CREATE INDEX idx_products_category ON public.products USING btree (category);idx_products_category;public;products
CREATE INDEX idx_products_slug ON public.products USING btree (slug);idx_products_slug;public;products
CREATE UNIQUE INDEX products_pkey ON public.products USING btree (id);products_pkey;public;products
CREATE UNIQUE INDEX professional_time_off_pkey ON public.professional_time_off USING btree (id);professional_time_off_pkey;public;professional_time_off
CREATE INDEX idx_profiles_email ON public.profiles USING btree (email);idx_profiles_email;public;profiles
CREATE UNIQUE INDEX profiles_checkin_token_key ON public.profiles USING btree (checkin_token);profiles_checkin_token_key;public;profiles
CREATE UNIQUE INDEX profiles_pkey ON public.profiles USING btree (id);profiles_pkey;public;profiles
CREATE UNIQUE INDEX profiles_slug_key ON public.profiles USING btree (slug);profiles_slug_key;public;profiles
CREATE INDEX idx_push_subs_phone ON public.push_subscriptions USING btree (customer_phone) WHERE active;idx_push_subs_phone;public;push_subscriptions
CREATE INDEX idx_push_subs_tenant ON public.push_subscriptions USING btree (tenant_id) WHERE active;idx_push_subs_tenant;public;push_subscriptions
CREATE INDEX idx_push_subs_user ON public.push_subscriptions USING btree (user_id) WHERE active;idx_push_subs_user;public;push_subscriptions
CREATE UNIQUE INDEX push_subscriptions_endpoint_key ON public.push_subscriptions USING btree (endpoint);push_subscriptions_endpoint_key;public;push_subscriptions
CREATE UNIQUE INDEX push_subscriptions_pkey ON public.push_subscriptions USING btree (id);push_subscriptions_pkey;public;push_subscriptions
CREATE INDEX idx_rate_limit_bucket_key_time ON public.rate_limit_hits USING btree (bucket, key, hit_at DESC);idx_rate_limit_bucket_key_time;public;rate_limit_hits
CREATE UNIQUE INDEX rate_limit_hits_pkey ON public.rate_limit_hits USING btree (id);rate_limit_hits_pkey;public;rate_limit_hits
CREATE INDEX idx_reception_permissions_tenant ON public.reception_permissions USING btree (tenant_id);idx_reception_permissions_tenant;public;reception_permissions
CREATE UNIQUE INDEX reception_permissions_pkey ON public.reception_permissions USING btree (id);reception_permissions_pkey;public;reception_permissions
CREATE UNIQUE INDEX reception_permissions_user_id_key ON public.reception_permissions USING btree (user_id);reception_permissions_user_id_key;public;reception_permissions
CREATE UNIQUE INDEX refund_audits_pkey ON public.refund_audits USING btree (id);refund_audits_pkey;public;refund_audits
CREATE INDEX idx_refund_requests_appointment_id ON public.refund_requests USING btree (appointment_id);idx_refund_requests_appointment_id;public;refund_requests
CREATE INDEX idx_refund_requests_created_at ON public.refund_requests USING btree (created_at);idx_refund_requests_created_at;public;refund_requests
CREATE UNIQUE INDEX idx_refund_requests_single_active_per_appointment ON public.refund_requests USING btree (appointment_id) WHERE (status <> ALL (ARRAY['rejected'::text, 'cancelled'::text]));idx_refund_requests_single_active_per_appointment;public;refund_requests
CREATE INDEX idx_refund_requests_status ON public.refund_requests USING btree (status);idx_refund_requests_status;public;refund_requests
CREATE INDEX idx_refund_requests_tenant_id ON public.refund_requests USING btree (tenant_id);idx_refund_requests_tenant_id;public;refund_requests
CREATE UNIQUE INDEX refund_requests_pkey ON public.refund_requests USING btree (id);refund_requests_pkey;public;refund_requests
CREATE UNIQUE INDEX resend_settings_pkey ON public.resend_settings USING btree (id);resend_settings_pkey;public;resend_settings
CREATE UNIQUE INDEX resend_settings_single_row ON public.resend_settings USING btree (((id IS NOT NULL)));resend_settings_single_row;public;resend_settings
CREATE INDEX idx_review_logs_tenant ON public.review_automation_logs USING btree (tenant_id, created_at DESC);idx_review_logs_tenant;public;review_automation_logs
CREATE UNIQUE INDEX review_automation_logs_pkey ON public.review_automation_logs USING btree (id);review_automation_logs_pkey;public;review_automation_logs
CREATE UNIQUE INDEX uniq_review_log_per_appointment ON public.review_automation_logs USING btree (appointment_id) WHERE (status = ANY (ARRAY['sent'::text, 'skipped'::text]));uniq_review_log_per_appointment;public;review_automation_logs
CREATE UNIQUE INDEX role_permissions_pkey ON public.role_permissions USING btree (id);role_permissions_pkey;public;role_permissions
CREATE UNIQUE INDEX role_permissions_role_permission_key_key ON public.role_permissions USING btree (role, permission_key);role_permissions_role_permission_key_key;public;role_permissions
CREATE UNIQUE INDEX saas_addons_addon_key_key ON public.saas_addons USING btree (addon_key);saas_addons_addon_key_key;public;saas_addons
CREATE UNIQUE INDEX saas_addons_pkey ON public.saas_addons USING btree (id);saas_addons_pkey;public;saas_addons
CREATE INDEX idx_admin_voucher_audit_created ON public.saas_admin_voucher_audit_logs USING btree (created_at DESC);idx_admin_voucher_audit_created;public;saas_admin_voucher_audit_logs
CREATE INDEX idx_admin_voucher_audit_tenant ON public.saas_admin_voucher_audit_logs USING btree (tenant_id);idx_admin_voucher_audit_tenant;public;saas_admin_voucher_audit_logs
CREATE INDEX idx_admin_voucher_audit_voucher ON public.saas_admin_voucher_audit_logs USING btree (voucher_id);idx_admin_voucher_audit_voucher;public;saas_admin_voucher_audit_logs
CREATE UNIQUE INDEX saas_admin_voucher_audit_logs_pkey ON public.saas_admin_voucher_audit_logs USING btree (id);saas_admin_voucher_audit_logs_pkey;public;saas_admin_voucher_audit_logs
CREATE INDEX idx_redemption_status ON public.saas_admin_voucher_redemptions USING btree (status);idx_redemption_status;public;saas_admin_voucher_redemptions
CREATE INDEX idx_redemption_tenant ON public.saas_admin_voucher_redemptions USING btree (tenant_id);idx_redemption_tenant;public;saas_admin_voucher_redemptions
CREATE UNIQUE INDEX saas_admin_voucher_redemptions_pkey ON public.saas_admin_voucher_redemptions USING btree (id);saas_admin_voucher_redemptions_pkey;public;saas_admin_voucher_redemptions
CREATE UNIQUE INDEX uq_redemption_voucher_active ON public.saas_admin_voucher_redemptions USING btree (voucher_id) WHERE (status = ANY (ARRAY['pending'::text, 'active'::text]));uq_redemption_voucher_active;public;saas_admin_voucher_redemptions
CREATE INDEX idx_admin_voucher_status ON public.saas_admin_vouchers USING btree (status);idx_admin_voucher_status;public;saas_admin_vouchers
CREATE INDEX idx_admin_voucher_tenant ON public.saas_admin_vouchers USING btree (specific_tenant_id);idx_admin_voucher_tenant;public;saas_admin_vouchers
CREATE UNIQUE INDEX saas_admin_vouchers_pkey ON public.saas_admin_vouchers USING btree (id);saas_admin_vouchers_pkey;public;saas_admin_vouchers
CREATE UNIQUE INDEX uq_admin_voucher_internal_tenant ON public.saas_admin_vouchers USING btree (specific_tenant_id) WHERE ((purpose = 'internal_testing'::text) AND (status = ANY (ARRAY['draft'::text, 'pending'::text, 'active'::text])));uq_admin_voucher_internal_tenant;public;saas_admin_vouchers
CREATE UNIQUE INDEX saas_billing_settings_pkey ON public.saas_billing_settings USING btree (id);saas_billing_settings_pkey;public;saas_billing_settings
CREATE UNIQUE INDEX saas_billing_settings_singleton_key ON public.saas_billing_settings USING btree (singleton);saas_billing_settings_singleton_key;public;saas_billing_settings
CREATE INDEX idx_saas_checkout_session ON public.saas_checkout_sessions USING btree (stripe_checkout_session_id);idx_saas_checkout_session;public;saas_checkout_sessions
CREATE INDEX idx_saas_checkout_tenant ON public.saas_checkout_sessions USING btree (tenant_id);idx_saas_checkout_tenant;public;saas_checkout_sessions
CREATE UNIQUE INDEX saas_checkout_sessions_pkey ON public.saas_checkout_sessions USING btree (id);saas_checkout_sessions_pkey;public;saas_checkout_sessions
CREATE UNIQUE INDEX security_activity_logs_pkey ON public.security_activity_logs USING btree (id);security_activity_logs_pkey;public;security_activity_logs
CREATE UNIQUE INDEX service_ratings_appointment_id_key ON public.service_ratings USING btree (appointment_id);service_ratings_appointment_id_key;public;service_ratings
CREATE UNIQUE INDEX service_ratings_pkey ON public.service_ratings USING btree (id);service_ratings_pkey;public;service_ratings
CREATE INDEX idx_services_tenant_id ON public.services USING btree (tenant_id);idx_services_tenant_id;public;services
CREATE UNIQUE INDEX services_pkey ON public.services USING btree (id);services_pkey;public;services
CREATE INDEX idx_status_checks_service_time ON public.status_checks USING btree (service_id, checked_at DESC);idx_status_checks_service_time;public;status_checks
CREATE UNIQUE INDEX status_checks_pkey ON public.status_checks USING btree (id);status_checks_pkey;public;status_checks
CREATE UNIQUE INDEX status_incidents_pkey ON public.status_incidents USING btree (id);status_incidents_pkey;public;status_incidents
CREATE UNIQUE INDEX status_maintenances_pkey ON public.status_maintenances USING btree (id);status_maintenances_pkey;public;status_maintenances
CREATE UNIQUE INDEX status_services_pkey ON public.status_services USING btree (id);status_services_pkey;public;status_services
CREATE UNIQUE INDEX status_services_slug_key ON public.status_services USING btree (slug);status_services_slug_key;public;status_services
CREATE UNIQUE INDEX subprocessors_pkey ON public.subprocessors USING btree (id);subprocessors_pkey;public;subprocessors
CREATE INDEX idx_card_scans_scanned_at ON public.subscription_card_scans USING btree (scanned_at DESC);idx_card_scans_scanned_at;public;subscription_card_scans
CREATE INDEX idx_card_scans_subscription ON public.subscription_card_scans USING btree (subscription_id);idx_card_scans_subscription;public;subscription_card_scans
CREATE INDEX idx_card_scans_tenant ON public.subscription_card_scans USING btree (tenant_id);idx_card_scans_tenant;public;subscription_card_scans
CREATE UNIQUE INDEX subscription_card_scans_pkey ON public.subscription_card_scans USING btree (id);subscription_card_scans_pkey;public;subscription_card_scans
CREATE INDEX idx_sub_inv_status ON public.subscription_invoices USING btree (status);idx_sub_inv_status;public;subscription_invoices
CREATE INDEX idx_sub_inv_sub ON public.subscription_invoices USING btree (subscription_id);idx_sub_inv_sub;public;subscription_invoices
CREATE INDEX idx_sub_inv_tenant ON public.subscription_invoices USING btree (tenant_id);idx_sub_inv_tenant;public;subscription_invoices
CREATE UNIQUE INDEX subscription_invoices_pkey ON public.subscription_invoices USING btree (id);subscription_invoices_pkey;public;subscription_invoices
CREATE INDEX idx_sub_loyalty_history_customer ON public.subscription_loyalty_history USING btree (customer_id);idx_sub_loyalty_history_customer;public;subscription_loyalty_history
CREATE INDEX idx_sub_loyalty_history_subscription ON public.subscription_loyalty_history USING btree (subscription_id);idx_sub_loyalty_history_subscription;public;subscription_loyalty_history
CREATE INDEX idx_sub_loyalty_history_tenant ON public.subscription_loyalty_history USING btree (tenant_id);idx_sub_loyalty_history_tenant;public;subscription_loyalty_history
CREATE UNIQUE INDEX subscription_loyalty_history_pkey ON public.subscription_loyalty_history USING btree (id);subscription_loyalty_history_pkey;public;subscription_loyalty_history
CREATE UNIQUE INDEX subscription_loyalty_history_unique_cycle ON public.subscription_loyalty_history USING btree (tenant_id, customer_id, subscription_id, reward_id, reward_cycle);subscription_loyalty_history_unique_cycle;public;subscription_loyalty_history
CREATE INDEX idx_sub_loyalty_rewards_tenant ON public.subscription_loyalty_rewards USING btree (tenant_id);idx_sub_loyalty_rewards_tenant;public;subscription_loyalty_rewards
CREATE UNIQUE INDEX subscription_loyalty_rewards_pkey ON public.subscription_loyalty_rewards USING btree (id);subscription_loyalty_rewards_pkey;public;subscription_loyalty_rewards
CREATE UNIQUE INDEX subscription_loyalty_rewards_tenant_id_months_required_rewa_key ON public.subscription_loyalty_rewards USING btree (tenant_id, months_required, reward_type);subscription_loyalty_rewards_tenant_id_months_required_rewa_key;public;subscription_loyalty_rewards
CREATE INDEX idx_sub_payments_provider_payment_id ON public.subscription_payments USING btree (provider_payment_id) WHERE (provider_payment_id IS NOT NULL);idx_sub_payments_provider_payment_id;public;subscription_payments
CREATE INDEX idx_sub_payments_status ON public.subscription_payments USING btree (status);idx_sub_payments_status;public;subscription_payments
CREATE INDEX idx_sub_payments_subscription ON public.subscription_payments USING btree (subscription_id);idx_sub_payments_subscription;public;subscription_payments
CREATE INDEX idx_sub_payments_tenant ON public.subscription_payments USING btree (tenant_id);idx_sub_payments_tenant;public;subscription_payments
CREATE UNIQUE INDEX subscription_payments_pkey ON public.subscription_payments USING btree (id);subscription_payments_pkey;public;subscription_payments
CREATE INDEX idx_spbs_benefit ON public.subscription_plan_benefit_services USING btree (benefit_id);idx_spbs_benefit;public;subscription_plan_benefit_services
CREATE INDEX idx_spbs_plan ON public.subscription_plan_benefit_services USING btree (plan_id);idx_spbs_plan;public;subscription_plan_benefit_services
CREATE INDEX idx_spbs_service ON public.subscription_plan_benefit_services USING btree (service_id);idx_spbs_service;public;subscription_plan_benefit_services
CREATE INDEX idx_spbs_tenant ON public.subscription_plan_benefit_services USING btree (tenant_id);idx_spbs_tenant;public;subscription_plan_benefit_services
CREATE UNIQUE INDEX subscription_plan_benefit_services_benefit_id_service_id_key ON public.subscription_plan_benefit_services USING btree (benefit_id, service_id);subscription_plan_benefit_services_benefit_id_service_id_key;public;subscription_plan_benefit_services
CREATE UNIQUE INDEX subscription_plan_benefit_services_pkey ON public.subscription_plan_benefit_services USING btree (id);subscription_plan_benefit_services_pkey;public;subscription_plan_benefit_services
CREATE INDEX idx_spb_plan ON public.subscription_plan_benefits USING btree (plan_id);idx_spb_plan;public;subscription_plan_benefits
CREATE INDEX idx_spb_tenant ON public.subscription_plan_benefits USING btree (tenant_id);idx_spb_tenant;public;subscription_plan_benefits
CREATE UNIQUE INDEX subscription_plan_benefits_pkey ON public.subscription_plan_benefits USING btree (id);subscription_plan_benefits_pkey;public;subscription_plan_benefits
CREATE UNIQUE INDEX subscription_plan_benefits_plan_id_benefit_key_key ON public.subscription_plan_benefits USING btree (plan_id, benefit_key);subscription_plan_benefits_plan_id_benefit_key_key;public;subscription_plan_benefits
CREATE INDEX idx_spc_subscription ON public.subscription_plan_changes USING btree (subscription_id);idx_spc_subscription;public;subscription_plan_changes
CREATE INDEX idx_spc_tenant ON public.subscription_plan_changes USING btree (tenant_id);idx_spc_tenant;public;subscription_plan_changes
CREATE UNIQUE INDEX subscription_plan_changes_pkey ON public.subscription_plan_changes USING btree (id);subscription_plan_changes_pkey;public;subscription_plan_changes
CREATE INDEX idx_sps_plan ON public.subscription_plan_services USING btree (plan_id);idx_sps_plan;public;subscription_plan_services
CREATE INDEX idx_sps_tenant ON public.subscription_plan_services USING btree (tenant_id);idx_sps_tenant;public;subscription_plan_services
CREATE UNIQUE INDEX subscription_plan_services_pkey ON public.subscription_plan_services USING btree (id);subscription_plan_services_pkey;public;subscription_plan_services
CREATE UNIQUE INDEX subscription_plan_services_plan_id_service_id_key ON public.subscription_plan_services USING btree (plan_id, service_id);subscription_plan_services_plan_id_service_id_key;public;subscription_plan_services
CREATE INDEX idx_subscription_plans_tenant ON public.subscription_plans USING btree (tenant_id);idx_subscription_plans_tenant;public;subscription_plans
CREATE UNIQUE INDEX subscription_plans_pkey ON public.subscription_plans USING btree (id);subscription_plans_pkey;public;subscription_plans
CREATE INDEX idx_sub_referrals_code ON public.subscription_referrals USING btree (referral_code);idx_sub_referrals_code;public;subscription_referrals
CREATE INDEX idx_sub_referrals_referrer ON public.subscription_referrals USING btree (referrer_customer_id);idx_sub_referrals_referrer;public;subscription_referrals
CREATE INDEX idx_sub_referrals_status ON public.subscription_referrals USING btree (status);idx_sub_referrals_status;public;subscription_referrals
CREATE INDEX idx_sub_referrals_tenant ON public.subscription_referrals USING btree (tenant_id);idx_sub_referrals_tenant;public;subscription_referrals
CREATE UNIQUE INDEX subscription_referrals_pkey ON public.subscription_referrals USING btree (id);subscription_referrals_pkey;public;subscription_referrals
CREATE UNIQUE INDEX subscription_referrals_subscription_id_key ON public.subscription_referrals USING btree (subscription_id);subscription_referrals_subscription_id_key;public;subscription_referrals
CREATE INDEX idx_subscription_status_logs_sub ON public.subscription_status_logs USING btree (subscription_id);idx_subscription_status_logs_sub;public;subscription_status_logs
CREATE INDEX idx_subscription_status_logs_tenant ON public.subscription_status_logs USING btree (tenant_id);idx_subscription_status_logs_tenant;public;subscription_status_logs
CREATE UNIQUE INDEX subscription_status_logs_pkey ON public.subscription_status_logs USING btree (id);subscription_status_logs_pkey;public;subscription_status_logs
CREATE INDEX idx_sub_usage_appointment ON public.subscription_usage_logs USING btree (appointment_id);idx_sub_usage_appointment;public;subscription_usage_logs
CREATE INDEX idx_sub_usage_status ON public.subscription_usage_logs USING btree (status);idx_sub_usage_status;public;subscription_usage_logs
CREATE INDEX idx_sub_usage_sub ON public.subscription_usage_logs USING btree (subscription_id);idx_sub_usage_sub;public;subscription_usage_logs
CREATE INDEX idx_sub_usage_tenant ON public.subscription_usage_logs USING btree (tenant_id);idx_sub_usage_tenant;public;subscription_usage_logs
CREATE UNIQUE INDEX subscription_usage_logs_pkey ON public.subscription_usage_logs USING btree (id);subscription_usage_logs_pkey;public;subscription_usage_logs
CREATE UNIQUE INDEX uq_subscription_usage_logs_appointment ON public.subscription_usage_logs USING btree (appointment_id) WHERE (appointment_id IS NOT NULL);uq_subscription_usage_logs_appointment;public;subscription_usage_logs
CREATE INDEX idx_subscriptions_stripe_id ON public.subscriptions USING btree (stripe_subscription_id);idx_subscriptions_stripe_id;public;subscriptions
CREATE INDEX idx_subscriptions_user_id ON public.subscriptions USING btree (user_id);idx_subscriptions_user_id;public;subscriptions
CREATE UNIQUE INDEX subscriptions_pkey ON public.subscriptions USING btree (id);subscriptions_pkey;public;subscriptions
CREATE UNIQUE INDEX subscriptions_stripe_subscription_id_key ON public.subscriptions USING btree (stripe_subscription_id);subscriptions_stripe_subscription_id_key;public;subscriptions
CREATE UNIQUE INDEX support_messages_pkey ON public.support_messages USING btree (id);support_messages_pkey;public;support_messages
CREATE UNIQUE INDEX support_tickets_pkey ON public.support_tickets USING btree (id);support_tickets_pkey;public;support_tickets
CREATE UNIQUE INDEX system_health_settings_pkey ON public.system_health_settings USING btree (id);system_health_settings_pkey;public;system_health_settings
CREATE UNIQUE INDEX system_settings_pkey ON public.system_settings USING btree (id);system_settings_pkey;public;system_settings
CREATE UNIQUE INDEX team_audit_logs_pkey ON public.team_audit_logs USING btree (id);team_audit_logs_pkey;public;team_audit_logs
CREATE INDEX idx_tenant_addons_payment_failed ON public.tenant_addons USING btree (tenant_id) WHERE (payment_failed_count > 0);idx_tenant_addons_payment_failed;public;tenant_addons
CREATE INDEX idx_tenant_addons_status ON public.tenant_addons USING btree (status);idx_tenant_addons_status;public;tenant_addons
CREATE INDEX idx_tenant_addons_tenant ON public.tenant_addons USING btree (tenant_id);idx_tenant_addons_tenant;public;tenant_addons
CREATE UNIQUE INDEX tenant_addons_pkey ON public.tenant_addons USING btree (id);tenant_addons_pkey;public;tenant_addons
CREATE UNIQUE INDEX tenant_addons_unique_single ON public.tenant_addons USING btree (tenant_id, addon_id) WHERE (quantity = 1);tenant_addons_unique_single;public;tenant_addons
CREATE UNIQUE INDEX tenant_integrations_pkey ON public.tenant_integrations USING btree (id);tenant_integrations_pkey;public;tenant_integrations
CREATE UNIQUE INDEX tenant_integrations_tenant_id_provider_key ON public.tenant_integrations USING btree (tenant_id, provider);tenant_integrations_tenant_id_provider_key;public;tenant_integrations
CREATE UNIQUE INDEX tenant_memberships_pkey ON public.tenant_memberships USING btree (id);tenant_memberships_pkey;public;tenant_memberships
CREATE UNIQUE INDEX tenant_memberships_tenant_id_user_id_key ON public.tenant_memberships USING btree (tenant_id, user_id);tenant_memberships_tenant_id_user_id_key;public;tenant_memberships
CREATE INDEX idx_tenant_webhooks_tenant ON public.tenant_webhooks USING btree (tenant_id);idx_tenant_webhooks_tenant;public;tenant_webhooks
CREATE UNIQUE INDEX tenant_webhooks_pkey ON public.tenant_webhooks USING btree (id);tenant_webhooks_pkey;public;tenant_webhooks
CREATE UNIQUE INDEX ticket_messages_pkey ON public.ticket_messages USING btree (id);ticket_messages_pkey;public;ticket_messages
CREATE INDEX idx_transactions_tenant_id ON public.transactions USING btree (tenant_id);idx_transactions_tenant_id;public;transactions
CREATE UNIQUE INDEX idx_unique_income_per_appointment ON public.transactions USING btree (appointment_id) WHERE ((type = 'income'::text) AND (appointment_id IS NOT NULL));idx_unique_income_per_appointment;public;transactions
CREATE UNIQUE INDEX transactions_pkey ON public.transactions USING btree (id);transactions_pkey;public;transactions
CREATE UNIQUE INDEX tutorial_categories_name_key ON public.tutorial_categories USING btree (name);tutorial_categories_name_key;public;tutorial_categories
CREATE UNIQUE INDEX tutorial_categories_pkey ON public.tutorial_categories USING btree (id);tutorial_categories_pkey;public;tutorial_categories
CREATE UNIQUE INDEX tutorials_pkey ON public.tutorials USING btree (id);tutorials_pkey;public;tutorials
CREATE UNIQUE INDEX tutorials_slug_key ON public.tutorials USING btree (slug);tutorials_slug_key;public;tutorials
CREATE UNIQUE INDEX user_invitations_pkey ON public.user_invitations USING btree (id);user_invitations_pkey;public;user_invitations
CREATE UNIQUE INDEX user_mfa_backup_codes_pkey ON public.user_mfa_backup_codes USING btree (id);user_mfa_backup_codes_pkey;public;user_mfa_backup_codes
CREATE UNIQUE INDEX user_onboarding_preferences_pkey ON public.user_onboarding_preferences USING btree (user_id);user_onboarding_preferences_pkey;public;user_onboarding_preferences
CREATE UNIQUE INDEX user_onboarding_progress_pkey ON public.user_onboarding_progress USING btree (id);user_onboarding_progress_pkey;public;user_onboarding_progress
